"fixed acidity;""volatile acidity"";""citric acid"";""residual sugar"";""chlorides"";""free sulfur dioxide"";""total sulfur dioxide"";""density"";""pH"";""sulphates"";""alcohol"";""quality"""
0.170212766;0.278787879;0.168674699;0.033018868;0.060790274;0.0703125;0.287769784;0.261904762;0.537037037;0.361111111;0.345454545;0.666666667
0.265957447;0.145454545;0.265060241;0.028301887;0.085106383;0.140625;0.227338129;0.301587302;0.37962963;0.291666667;0.272727273;0.666666667
0.095744681;0.290909091;0.301204819;0.08490566;0.097264438;0.109375;0.391366906;0.325396825;0.444444444;0.541666667;0.272727273;0.5
0.170212766;0.278787879;0.168674699;0.033018868;0.060790274;0.0703125;0.287769784;0.261904762;0.537037037;0.361111111;0.345454545;0.666666667
0.265957447;0.145454545;0.265060241;0.028301887;0.085106383;0.140625;0.227338129;0.301587302;0.37962963;0.291666667;0.272727273;0.666666667
0.255319149;0.242424242;0.156626506;0.551886792;0.088145897;0.3515625;0.460431655;0.706349206;0.333333333;0.375;0.090909091;0.5
0.287234043;0.327272727;0.168674699;0.41509434;0.103343465;0.1796875;0.397122302;0.658730159;0.351851852;0.388888889;0.127272727;0.5
0.255319149;0.23030303;0.162650602;0.075471698;0.094224924;0.2109375;0.374100719;0.396825397;0.333333333;0.361111111;0.127272727;0.5
0.127659574;0.339393939;0.234939759;0.113207547;0.030395137;0.1328125;0.305035971;0.19047619;0.592592593;0.194444444;0.509090909;0.666666667
0.031914894;0.303030303;0.13253012;0.037735849;0.030395137;0.1171875;0.201438849;0.055555556;0.712962963;0.180555556;0.727272727;0.666666667
0.021276596;0.109090909;0.337349398;0.033018868;0.027355623;0.1640625;0.276258993;0.158730159;0.685185185;0.194444444;0.418181818;0.666666667
0.159574468;0.375757576;0.210843373;0.240566038;0.069908815;0.62109375;0.69352518;0.436507937;0.351851852;0.569444444;0.290909091;0.333333333
0.20212766;0.157575758;0.192771084;0.216981132;0.09118541;0.203125;0.348201439;0.507936508;0.601851852;0.291666667;0.218181818;0.5
0.234042553;0.266666667;0.228915663;0.66509434;0.045592705;0.4453125;0.46618705;0.76984127;0.407407407;0.5;0.145454545;0.666666667
0.234042553;0.266666667;0.228915663;0.66509434;0.045592705;0.4453125;0.46618705;0.76984127;0.407407407;0.5;0.145454545;0.666666667
0.180851064;0.339393939;0.192771084;0.014150943;0.042553191;0.078125;0.135251799;0.238095238;0.333333333;0.291666667;0.381818182;0.333333333
0.138297872;0.56969697;0.090361446;0.424528302;0.042553191;0.125;0.305035971;0.563492063;0.574074074;0.305555556;0.309090909;0.5
0.265957447;0.193939394;0.259036145;0.056603774;0.012158055;0.1328125;0.143884892;0.111111111;0.314814815;0.430555556;0.672727273;0.5
0.212765957;0.351515152;0.307228916;0.518867925;0.082066869;0.4609375;0.414388489;0.714285714;0.416666667;0.263888889;0.054545455;0.333333333
0.212765957;0.23030303;0.072289157;0.023584906;0.069908815;0.65625;0.428776978;0.26984127;0.407407407;0.222222222;0.272727273;0.333333333
0.361702128;0.242424242;0.253012048;0.047169811;0.042553191;0.2109375;0.21294964;0.246031746;0.324074074;0.194444444;0.527272727;0.333333333
0.159574468;0.145454545;0.240963855;0.033018868;0.060790274;0.25;0.25323741;0.246031746;0.666666667;0.347222222;0.527272727;0.5
0.117021277;0.218181818;0.162650602;0.820754717;0.094224924;0.3828125;0.428776978;0.849206349;0.564814815;0.263888889;0.163636364;0.333333333
0.170212766;0.133333333;0.253012048;0.099056604;0.045592705;0.2265625;0.184172662;0.174603175;0.518518519;0.222222222;0.581818182;0.5
0.159574468;0.145454545;0.240963855;0.033018868;0.060790274;0.25;0.25323741;0.246031746;0.666666667;0.347222222;0.527272727;0.5
0.212765957;0.351515152;0.307228916;0.518867925;0.082066869;0.4609375;0.414388489;0.714285714;0.416666667;0.263888889;0.054545455;0.333333333
0.138297872;0.327272727;0.042168675;0.028301887;0.158054711;0.1484375;0.256115108;0.380952381;0.453703704;0.375;0.127272727;0.333333333
0.244680851;0.23030303;0.186746988;0.820754717;0.088145897;0.40625;0.670503597;0.904761905;0.305555556;0.430555556;0.036363636;0.333333333
0.212765957;0.16969697;0.186746988;0.259433962;0.054711246;0.234375;0.434532374;0.253968254;0.462962963;0.569444444;0.745454545;0.5
0.212765957;0.23030303;0.072289157;0.023584906;0.069908815;0.65625;0.428776978;0.26984127;0.407407407;0.222222222;0.272727273;0.333333333
0.106382979;0.242424242;0.204819277;0.150943396;0.042553191;0.2890625;0.230215827;0.079365079;0.601851852;0.194444444;0.781818182;0.666666667
0.223404255;0.496969697;0.144578313;0.018867925;0.097264438;0.078125;0.305035971;0.365079365;0.398148148;0.361111111;0.163636364;0.333333333
0.159574468;0.072727273;0.234939759;0.018867925;0.082066869;0.1796875;0.279136691;0.26984127;0.481481481;0.388888889;0.327272727;0.5
0.361702128;0.242424242;0.253012048;0.047169811;0.042553191;0.2109375;0.21294964;0.246031746;0.324074074;0.194444444;0.527272727;0.333333333
0.255319149;0.206060606;0.234939759;0.856132075;0.063829787;0.3046875;0.391366906;0.896825397;0.212962963;0.305555556;0.090909091;0.5
0.265957447;0.242424242;0.21686747;0.561320755;0.069908815;0.2734375;0.348201439;0.746031746;0.518518519;0.75;0.2;0.5
0.255319149;0.133333333;0.234939759;0.018867925;0.05775076;0.2265625;0.189928058;0.253968254;0.388888889;0.347222222;0.363636364;0.333333333
0.255319149;0.133333333;0.234939759;0.018867925;0.05775076;0.2265625;0.189928058;0.253968254;0.388888889;0.347222222;0.363636364;0.333333333
0.255319149;0.206060606;0.234939759;0.856132075;0.063829787;0.3046875;0.391366906;0.896825397;0.212962963;0.305555556;0.090909091;0.5
0.265957447;0.242424242;0.21686747;0.561320755;0.069908815;0.2734375;0.348201439;0.746031746;0.518518519;0.75;0.2;0.5
0.276595745;0.157575758;0.162650602;0.018867925;0.072948328;0.1875;0.230215827;0.325396825;0.416666667;0.111111111;0.236363636;0.5
0.212765957;0.218181818;0.13253012;0.325471698;0.09118541;0.421875;0.549640288;0.579365079;0.333333333;0.305555556;0.090909091;0.333333333
0.276595745;0.157575758;0.162650602;0.018867925;0.072948328;0.1875;0.230215827;0.325396825;0.416666667;0.111111111;0.236363636;0.5
0.276595745;0.278787879;0.168674699;0.037735849;0.100303951;0.234375;0.339568345;0.341269841;0.527777778;0.430555556;0.363636364;0.5
0.234042553;0.16969697;0.186746988;0.089622642;0.039513678;0.296875;0.336690647;0.095238095;0.388888889;0.166666667;0.763636364;0.666666667
0.234042553;0.157575758;0.168674699;0.372641509;0.085106383;0.265625;0.584172662;0.53968254;0.472222222;0.402777778;0.345454545;0.5
0.234042553;0.157575758;0.168674699;0.367924528;0.085106383;0.265625;0.581294964;0.53968254;0.472222222;0.402777778;0.345454545;0.5
0.234042553;0.157575758;0.168674699;0.367924528;0.085106383;0.265625;0.581294964;0.53968254;0.472222222;0.402777778;0.345454545;0.5
0.223404255;0.181818182;0.228915663;0.353773585;0.09118541;0.34375;0.411510791;0.53968254;0.555555556;0.375;0.363636364;0.666666667
0.234042553;0.157575758;0.168674699;0.372641509;0.085106383;0.265625;0.584172662;0.53968254;0.472222222;0.402777778;0.345454545;0.5
0.234042553;0.157575758;0.168674699;0.367924528;0.085106383;0.265625;0.581294964;0.53968254;0.472222222;0.402777778;0.345454545;0.5
0.212765957;0.254545455;0.301204819;0.589622642;0.109422492;0.3515625;0.503597122;0.698412698;0.324074074;0.277777778;0.163636364;0.333333333
0.319148936;0.157575758;0.162650602;0.018867925;0.103343465;0.1328125;0.201438849;0.396825397;0.296296296;0.291666667;0.109090909;0.333333333
0.244680851;0.278787879;0.28313253;0.603773585;0.118541033;0.3984375;0.512230216;0.73015873;0.333333333;0.333333333;0.145454545;0.333333333
0.212765957;0.254545455;0.301204819;0.589622642;0.109422492;0.3515625;0.503597122;0.698412698;0.324074074;0.277777778;0.163636364;0.333333333
0.170212766;0.315151515;0.060240964;0.014150943;0.094224924;0.125;0.18705036;0.325396825;0.435185185;0.180555556;0.236363636;0.333333333
0.276595745;0.090909091;0.204819277;0.070754717;0.085106383;0.55078125;0.561151079;0.380952381;0.407407407;0.5;0.254545455;0.666666667
0.255319149;0.56969697;0.054216867;0.033018868;0.276595745;0.1015625;0.379856115;0.412698413;0.305555556;0.444444444;0.127272727;0.166666667
0.234042553;0.181818182;0.21686747;0.297169811;0.03343465;0.21875;0.244604317;0.285714286;0.564814815;0.305555556;0.654545455;0.833333333
0.223404255;0.145454545;0.222891566;0.254716981;0.030395137;0.1640625;0.224460432;0.26984127;0.592592593;0.333333333;0.672727273;0.666666667
0.138297872;0.242424242;0.192771084;0.080188679;0.075987842;0.15625;0.574100719;0.388888889;0.490740741;0.486111111;0.236363636;0.333333333
0.191489362;0.096969697;0.192771084;0.028301887;0.054711246;0.359375;0.48057554;0.158730159;0.564814815;0.541666667;0.709090909;0.833333333
0.276595745;0.090909091;0.204819277;0.070754717;0.085106383;0.55078125;0.561151079;0.380952381;0.407407407;0.5;0.254545455;0.666666667
0.14893617;0.327272727;0.024096386;0.018867925;0.130699088;0.15625;0.256115108;0.380952381;0.481481481;0.402777778;0.127272727;0.333333333
0.20212766;0.16969697;0.222891566;0.037735849;0.03343465;0.1640625;0.238848921;0.214285714;0.509259259;0.472222222;0.563636364;0.666666667
0.138297872;0.363636364;0.120481928;0.273584906;0.048632219;0.171875;0.339568345;0.412698413;0.518518519;0.611111111;0.345454545;0.5
0.127659574;0.206060606;0.168674699;0.066037736;0.027355623;0.3984375;0.307913669;0.095238095;0.638888889;0.555555556;0.8;0.833333333
0.191489362;0.533333333;0.265060241;0.537735849;0.094224924;0.3984375;0.650359712;0.706349206;0.481481481;0.402777778;0.145454545;0.5
0.223404255;0.193939394;0.21686747;0.943396226;0.042553191;0.2890625;0.345323741;0.706349206;0.425925926;0.111111111;0.454545455;0.5
0.244680851;0.290909091;0.192771084;0.481132075;0.063829787;0.1015625;0.135251799;0.404761905;0.462962963;0.208333333;0.545454545;0
0.106382979;0.242424242;0.162650602;0.08490566;0.112462006;0.2109375;0.394244604;0.222222222;0.731481481;0.236111111;0.709090909;0.333333333
0.180851064;0.4;0.144578313;0.622641509;0.094224924;0.1640625;0.270503597;0.761904762;0.648148148;0.388888889;0.236363636;0.5
0.180851064;0.4;0.144578313;0.622641509;0.094224924;0.1640625;0.270503597;0.761904762;0.648148148;0.388888889;0.236363636;0.5
0.170212766;0.242424242;0.174698795;0.037735849;0.106382979;0.2421875;0.310791367;0.341269841;0.685185185;0.430555556;0.363636364;0.666666667
0.255319149;0.63030303;0.120481928;0.429245283;0.161094225;0.140625;0.446043165;0.674603175;0.268518519;0.402777778;0.109090909;0.333333333
0.138297872;0.145454545;0.15060241;0.018867925;0.063829787;0.2421875;0.313669065;0.277777778;0.462962963;0.263888889;0.290909091;0.333333333
0.117021277;0.460606061;0.084337349;0.089622642;0.075987842;0.1875;0.405755396;0.357142857;0.666666667;0.361111111;0.381818182;0.666666667
0.127659574;0.23030303;0.162650602;0.037735849;0.088145897;0.2265625;0.270503597;0.301587302;0.62037037;0.361111111;0.363636364;0.666666667
0.170212766;0.242424242;0.174698795;0.037735849;0.106382979;0.2421875;0.310791367;0.341269841;0.685185185;0.430555556;0.363636364;0.666666667
0.170212766;0.4;0.144578313;0.622641509;0.094224924;0.1640625;0.270503597;0.761904762;0.648148148;0.388888889;0.236363636;0.5
0.159574468;0.181818182;0.186746988;0.033018868;0.015197568;0.0625;0.181294964;0.047619048;0.518518519;0.208333333;0.8;0.666666667
0.244680851;0.157575758;0.162650602;0.367924528;0.118541033;0.1796875;0.264748201;0.555555556;0.194444444;0.375;0.181818182;0.333333333
0.127659574;0.351515152;0.192771084;0.009433962;0.109422492;0.21875;0.574100719;0.301587302;0.509259259;0.652777778;0.236363636;0.5
0.138297872;0.424242424;0.210843373;0.391509434;0.127659574;0.625;0.661870504;0.674603175;0.583333333;0.347222222;0;0.333333333
0.244680851;0.157575758;0.162650602;0.367924528;0.118541033;0.1796875;0.264748201;0.555555556;0.194444444;0.375;0.181818182;0.333333333
0.234042553;0.206060606;0.174698795;0.679245283;0.09118541;0.2890625;0.437410072;0.761904762;0.444444444;0.277777778;0.145454545;0.333333333
0.117021277;0.206060606;0.114457831;0.547169811;0.09118541;0.3671875;0.411510791;0.69047619;0.564814815;0.180555556;0.181818182;0.333333333
0.212765957;0.290909091;0.126506024;0.066037736;0.082066869;0.09375;0.141007194;0.365079365;0.398148148;0.194444444;0.163636364;0.5
0.255319149;0.375757576;0.373493976;0.481132075;0.09118541;0.4921875;0.457553957;0.714285714;0.388888889;0.347222222;0.036363636;0.333333333
0.159574468;0.157575758;0.34939759;0.433962264;0.194528875;0.2421875;0.307913669;0.603174603;0.194444444;0.291666667;0.072727273;0.333333333
0.234042553;0.072727273;0.192771084;0.386792453;0.066869301;0.3984375;0.351079137;0.555555556;0.444444444;0.25;0.163636364;0.5
0.212765957;0.290909091;0.126506024;0.066037736;0.082066869;0.09375;0.141007194;0.365079365;0.398148148;0.194444444;0.163636364;0.5
0.255319149;0.375757576;0.373493976;0.481132075;0.09118541;0.4921875;0.457553957;0.714285714;0.388888889;0.347222222;0.036363636;0.333333333
0.255319149;0.254545455;0.319277108;0.818396226;0.09118541;0.4375;0.469064748;0.841269841;0.324074074;0.375;0.2;0.333333333
0.404255319;0.351515152;0.421686747;0.535377358;0.066869301;0.140625;0.4;0.76984127;0.240740741;0.666666667;0.145454545;0.5
0.180851064;0.363636364;0.204819277;0.122641509;0.05775076;0.2421875;0.520863309;0.404761905;0.37037037;0.708333333;0.272727273;0.333333333
0.191489362;0.193939394;0.174698795;0.056603774;0.018237082;0.125;0.192805755;0.111111111;0.472222222;0.277777778;0.727272727;0.5
0.234042553;0.109090909;0.186746988;0.188679245;0.051671733;0.2421875;0.325179856;0.46031746;0.574074074;0.319444444;0.2;0.666666667
0.074468085;0.096969697;0.13253012;0.174528302;0.039513678;0.2109375;0.238848921;0.412698413;0.462962963;0.152777778;0.163636364;0.5
0.234042553;0.193939394;0.307228916;0.481132075;0.036474164;0.40625;0.598561151;0.626984127;0.268518519;0.5;0.181818182;0.333333333
0.276595745;0.242424242;0.21686747;0.014150943;0.03343465;0.3046875;0.247482014;0.055555556;0.231481481;0.194444444;0.709090909;0.666666667
0.234042553;0.16969697;0.168674699;0.033018868;0.060790274;0.203125;0.276258993;0.325396825;0.342592593;0.416666667;0.363636364;0.5
0.244680851;0.56969697;0.078313253;0.04245283;0.170212766;0.140625;0.420143885;0.428571429;0.212962963;0.458333333;0.127272727;0.5
0.159574468;0.16969697;0.198795181;0.04245283;0.072948328;0.5;0.417266187;0.333333333;0.537037037;0.430555556;0.345454545;0.5
0.20212766;0.472727273;0.204819277;0.382075472;0.079027356;0.21875;0.44028777;0.619047619;0.444444444;0.486111111;0.127272727;0.333333333
0.117021277;0.339393939;0.246987952;0.023584906;0.09118541;0.328125;0.244604317;0.246031746;0.546296296;0.361111111;0.381818182;0.5
0.106382979;0.206060606;0.144578313;0.589622642;0.082066869;0.296875;0.339568345;0.682539683;0.555555556;0.236111111;0.181818182;0.333333333
0.20212766;0.472727273;0.204819277;0.382075472;0.079027356;0.21875;0.44028777;0.619047619;0.444444444;0.486111111;0.127272727;0.333333333
0.14893617;0.351515152;0.180722892;0.273584906;1;0.59375;0.520863309;0.53968254;0.509259259;0.458333333;0.2;0.333333333
0.14893617;0.121212121;0.228915663;0.033018868;0.03343465;0.2578125;0.282014388;0.349206349;0.675925926;0.402777778;0.218181818;0.5
0.127659574;0.096969697;0.222891566;0.033018868;0.024316109;0.3125;0.282014388;0.333333333;0.666666667;0.361111111;0.218181818;0.5
0.191489362;0.315151515;0.168674699;0.023584906;0.054711246;0.2265625;0.204316547;0.238095238;0.333333333;0.236111111;0.4;0.5
0.276595745;0.254545455;0.174698795;0.037735849;0.085106383;0.390625;0.463309353;0.396825397;0.555555556;0.597222222;0.363636364;0.5
0.276595745;0.218181818;0.186746988;0.320754717;0.09118541;0.3828125;0.454676259;0.603174603;0.361111111;0.277777778;0.072727273;0.5
0.234042553;0.242424242;0.21686747;0.009433962;0.054711246;0.0390625;0.14676259;0.103174603;0.324074074;0.291666667;0.654545455;0.5
0.244680851;0.181818182;0.234939759;0.037735849;0.045592705;0.0703125;0.132374101;0.095238095;0.472222222;0.208333333;0.763636364;0.666666667
0.319148936;0.133333333;0.156626506;0.382075472;0.066869301;0.3046875;0.469064748;0.587301587;0.407407407;0.291666667;0.254545455;0.5
0.159574468;0.133333333;0.168674699;0.047169811;0.015197568;0.1953125;0.4;0.166666667;0.425925926;0.541666667;0.527272727;0.5
0.212765957;0.145454545;0.228915663;0.183962264;0.069908815;0.1875;0.241726619;0.428571429;0.583333333;0.458333333;0.4;0.5
0.095744681;0.436363636;0.078313253;0.29245283;0.024316109;0.1953125;0.443165468;0.214285714;0.546296296;0.319444444;0.727272727;0.5
0.255319149;0.387878788;0.373493976;0.471698113;0.072948328;0.5234375;0.489208633;0.714285714;0.314814815;0.333333333;0.018181818;0.166666667
0.212765957;0.181818182;0.192771084;0.037735849;0.027355623;0.3125;0.368345324;0.142857143;0.509259259;0.402777778;0.727272727;0.5
0.095744681;0.309090909;0.204819277;0.009433962;0.069908815;0.078125;0.446043165;0.26984127;0.490740741;0.569444444;0.272727273;0.333333333
0.255319149;0.387878788;0.373493976;0.471698113;0.072948328;0.5234375;0.489208633;0.714285714;0.314814815;0.333333333;0.018181818;0.166666667
0.255319149;0.242424242;0.325301205;0.75;0.085106383;0.3984375;0.520863309;0.825396825;0.314814815;0.333333333;0.181818182;0.5
0.212765957;0.133333333;0.34939759;0.632075472;0.063829787;0.375;0.417266187;0.706349206;0.351851852;0.319444444;0.2;0.5
0.170212766;0.266666667;0.180722892;0.068396226;0.063829787;0.0390625;0.549640288;0.404761905;0.425925926;0.513888889;0.254545455;0.5
0.180851064;0.266666667;0.174698795;0.068396226;0.060790274;0.0390625;0.549640288;0.404761905;0.416666667;0.513888889;0.254545455;0.333333333
0.319148936;0.121212121;0.186746988;0.537735849;0.109422492;0.3359375;0.348201439;0.746031746;0.296296296;0.388888889;0.072727273;0.5
0.319148936;0.121212121;0.186746988;0.537735849;0.109422492;0.3359375;0.348201439;0.746031746;0.296296296;0.388888889;0.072727273;0.5
0.265957447;0.521212121;0.156626506;0.117924528;0.221884498;0.03125;0.33381295;0.46031746;0.25;0.375;0.054545455;0.333333333
0.127659574;0.193939394;0.162650602;0.051886792;0.094224924;0.2890625;0.434532374;0.412698413;0.833333333;0.402777778;0.272727273;0.666666667
0.117021277;0.654545455;0.168674699;0.127358491;0.066869301;0.40625;0.382733813;0.166666667;0.648148148;0.263888889;0.636363636;0.5
0.127659574;0.193939394;0.162650602;0.051886792;0.094224924;0.2890625;0.434532374;0.412698413;0.833333333;0.402777778;0.272727273;0.666666667
0.20212766;0.23030303;0.072289157;0.023584906;0.072948328;0.4609375;0.342446043;0.277777778;0.435185185;0.236111111;0.272727273;0.5
0.319148936;0.315151515;0.210843373;0.047169811;0.075987842;0.0390625;0.425899281;0.174603175;0.342592593;0.222222222;0.654545455;0.5
0.265957447;0.218181818;0.21686747;0.20754717;0.069908815;0.21875;0.351079137;0.357142857;0.388888889;0.472222222;0.454545455;0.5
0.276595745;0.339393939;0.198795181;0.028301887;0.024316109;0.1875;0.103597122;0.23015873;0.435185185;0.111111111;0.490909091;0.5
0.319148936;0.242424242;0.192771084;0.386792453;0.05775076;0.2421875;0.276258993;0.523809524;0.398148148;0.194444444;0.327272727;0.666666667
0.138297872;0.278787879;0.156626506;0.066037736;0.103343465;0.1953125;0.425899281;0.317460317;0.583333333;0.305555556;0.345454545;0.5
0.212765957;0.121212121;0.222891566;0.037735849;0.11550152;0.34375;0.388489209;0.380952381;0.314814815;0.277777778;0.109090909;0.333333333
0.276595745;0.084848485;0.253012048;0.04245283;0.085106383;0.359375;0.388489209;0.26984127;0.240740741;0.486111111;0.345454545;0.5
0.117021277;0.060606061;0.168674699;0.051886792;0.100303951;0.1328125;0.169784173;0.253968254;0.638888889;0.541666667;0.418181818;0.5
0.255319149;0.315151515;0.204819277;0.556603774;0.094224924;0.03125;0.063309353;0.444444444;0.416666667;0.208333333;0.581818182;0.333333333
0.329787234;0.133333333;0.156626506;0.061320755;0.066869301;0.0390625;0.356834532;0.444444444;0.287037037;0.680555556;0.236363636;0.333333333
0.329787234;0.133333333;0.156626506;0.061320755;0.066869301;0.0390625;0.356834532;0.444444444;0.287037037;0.680555556;0.236363636;0.333333333
0.223404255;0.206060606;0.240963855;0.023584906;0.063829787;0.1484375;0.235971223;0.119047619;0.268518519;0.194444444;0.527272727;0.5
0.106382979;0.339393939;0.192771084;0.04245283;0.048632219;0.1484375;0.221582734;0.095238095;0.268518519;0.180555556;0.490909091;0.5
0.085106383;0.327272727;0.222891566;0.009433962;0.063829787;0.0234375;0.152517986;0.126984127;0.583333333;0.125;0.527272727;0.333333333
0.117021277;0.290909091;0.234939759;0.117924528;0.294832827;0.1640625;0.348201439;0.380952381;0.324074074;0.277777778;0.127272727;0.5
0.255319149;0.278787879;0.277108434;0.198113208;0.069908815;0;0.028776978;0.158730159;0.277777778;0.388888889;0.727272727;0.166666667
0.138297872;0.242424242;0.13253012;0.047169811;0.051671733;0.2265625;0.279136691;0.095238095;0.574074074;0.263888889;0.745454545;0.5
0.042553191;0.339393939;0.012048193;0.037735849;0.042553191;0.1640625;0.244604317;0.079365079;0.648148148;0.138888889;0.672727273;0.5
0.085106383;0.133333333;0.28313253;0.174528302;0.039513678;0.125;0.267625899;0.285714286;0.759259259;0.277777778;0.490909091;0.5
0.170212766;0.024242424;0.210843373;0.193396226;0.094224924;0.21875;0.241726619;0.484126984;0.638888889;0.75;0.218181818;0.5
0.170212766;0.121212121;0.289156627;0.150943396;0.513677812;0.4765625;0.376978417;0.468253968;0.296296296;0.208333333;0.145454545;0.333333333
0.276595745;0.206060606;0.21686747;0.58490566;0.151975684;0.390625;0.457553957;0.714285714;0.25;0.319444444;0.090909091;0.5
0.276595745;0.206060606;0.21686747;0.58490566;0.151975684;0.390625;0.457553957;0.714285714;0.25;0.319444444;0.090909091;0.5
0.276595745;0.206060606;0.21686747;0.58490566;0.151975684;0.390625;0.457553957;0.714285714;0.25;0.319444444;0.090909091;0.5
0.329787234;0.321212121;0.307228916;0.683962264;0.09118541;0.3984375;0.437410072;0.801587302;0.324074074;0.361111111;0.109090909;0.333333333
0.329787234;0.321212121;0.307228916;0.683962264;0.09118541;0.3984375;0.437410072;0.801587302;0.324074074;0.361111111;0.109090909;0.333333333
0.276595745;0.206060606;0.21686747;0.58490566;0.151975684;0.390625;0.457553957;0.714285714;0.25;0.319444444;0.090909091;0.5
0.138297872;0.193939394;0.180722892;0.033018868;0.085106383;0.1484375;0.120863309;0.26984127;0.527777778;0.402777778;0.345454545;0.333333333
0.212765957;0.206060606;0.144578313;0.176886792;0.109422492;0.296875;0.552517986;0.547619048;0.583333333;0.583333333;0.181818182;0.5
0.20212766;0.278787879;0.186746988;0.429245283;0.069908815;0.0546875;0.448920863;0.531746032;0.666666667;0.416666667;0.527272727;0.166666667
0.255319149;0.460606061;0.391566265;0.452830189;0.100303951;0.5703125;0.497841727;0.714285714;0.388888889;0.236111111;0.036363636;0.333333333
0.074468085;0.327272727;0.210843373;0.014150943;0.085106383;0.0859375;0.425899281;0.26984127;0.555555556;0.597222222;0.254545455;0.5
0.20212766;0.193939394;0.246987952;0.372641509;0.05775076;0.203125;0.371223022;0.523809524;0.444444444;0.513888889;0.254545455;0.5
0.212765957;0.242424242;0.102409639;0.617924528;0.09118541;0.359375;0.411510791;0.76984127;0.435185185;0.361111111;0.090909091;0.5
0.170212766;0.096969697;0.13253012;0.028301887;0.069908815;0.296875;0.374100719;0.373015873;0.694444444;0.458333333;0.272727273;0.5
0.159574468;0.218181818;0.144578313;0.301886792;0.066869301;0.2734375;0.44028777;0.571428571;0.694444444;0.541666667;0.218181818;0.5
0.308510638;0.16969697;0.253012048;0.051886792;0.106382979;0.0546875;0.195683453;0.285714286;0.518518519;0.333333333;0.6;0.5
0.180851064;0.121212121;0.186746988;0.04245283;0.082066869;0.2109375;0.310791367;0.333333333;0.694444444;0.347222222;0.309090909;0.666666667
0.255319149;0.460606061;0.391566265;0.452830189;0.100303951;0.5703125;0.497841727;0.714285714;0.388888889;0.236111111;0.036363636;0.333333333
0.234042553;0.266666667;0.307228916;0.603773585;0.100303951;0.2890625;0.428776978;0.714285714;0.305555556;0.375;0.2;0.666666667
0.468085106;0.206060606;0.204819277;0.018867925;0.027355623;0.21875;0.21294964;0.238095238;0.175925926;0.166666667;0.509090909;0.666666667
0.319148936;0.242424242;0.204819277;0.037735849;0.03343465;0.2265625;0.284892086;0.119047619;0.240740741;0.180555556;0.654545455;0.666666667
0.234042553;0.266666667;0.307228916;0.603773585;0.100303951;0.2890625;0.428776978;0.714285714;0.305555556;0.375;0.2;0.666666667
0.319148936;0.242424242;0.204819277;0.037735849;0.03343465;0.2265625;0.284892086;0.119047619;0.240740741;0.180555556;0.654545455;0.666666667
0.468085106;0.206060606;0.204819277;0.018867925;0.027355623;0.21875;0.21294964;0.238095238;0.175925926;0.166666667;0.509090909;0.666666667
0.382978723;0.327272727;0.427710843;0.537735849;0.088145897;0.1484375;0.405755396;0.761904762;0.222222222;0.555555556;0.163636364;0.333333333
0.138297872;0.4;0.144578313;0.037735849;0.097264438;0.1015625;0.339568345;0.349206349;0.537037037;0.347222222;0.345454545;0.5
0.117021277;0.157575758;0.144578313;0.533018868;0.082066869;0.390625;0.420143885;0.658730159;0.472222222;0.194444444;0.181818182;0.333333333
0.255319149;0.315151515;0.265060241;0.160377358;0.09118541;0.375;0.35971223;0.19047619;0.25;0.708333333;0.690909091;0.5
0.20212766;0.157575758;0.253012048;0.391509434;0.097264438;0.21875;0.376978417;0.531746032;0.351851852;0.680555556;0.254545455;0.666666667
0.117021277;0.351515152;0.060240964;0.037735849;0.121580547;0.28125;0.313669065;0.301587302;0.462962963;0.319444444;0.290909091;0.333333333
0.308510638;0.315151515;0.162650602;0.377358491;0.139817629;0.28125;0.474820144;0.658730159;0.324074074;0.527777778;0.127272727;0.5
0.276595745;0.266666667;0.13253012;0.028301887;0.088145897;0.1015625;0.33381295;0.333333333;0.314814815;0.722222222;0.345454545;0.666666667
0.212765957;0.521212121;0.180722892;0.160377358;0.14893617;0.2734375;0.420143885;0.468253968;0.425925926;0.236111111;0.109090909;0.333333333
0.319148936;0.16969697;0.228915663;0.448113208;0.127659574;0.1953125;0.230215827;0.642857143;0.351851852;0.305555556;0.272727273;0.5
0.255319149;0.327272727;0.204819277;0.547169811;0.103343465;0.0234375;0.051798561;0.46031746;0.361111111;0.194444444;0.545454545;0.5
0.127659574;0.218181818;0.301204819;0.066037736;0.094224924;0.4375;0.385611511;0.333333333;0.314814815;0.5;0.236363636;0.333333333
0.138297872;0.218181818;0.307228916;0.066037736;0.100303951;0.453125;0.388489209;0.341269841;0.314814815;0.486111111;0.236363636;0.5
0.180851064;0.242424242;0.162650602;0.20754717;0.069908815;0.3203125;0.460431655;0.492063492;0.416666667;0.611111111;0.163636364;0.5
0.276595745;0.4;0.397590361;0.471698113;0.103343465;0.578125;0.503597122;0.714285714;0.287037037;0.291666667;0.036363636;0.333333333
0.180851064;0.242424242;0.174698795;0.089622642;0.063829787;0.1796875;0.25323741;0.206349206;0.537037037;0.222222222;0.563636364;0.666666667
0.20212766;0.315151515;0.325301205;0.731132075;0.09118541;0.3203125;0.46618705;0.801587302;0.277777778;0.430555556;0.054545455;0.333333333
0.255319149;0.145454545;0.204819277;0.089622642;0.045592705;0.359375;0.379856115;0.111111111;0.388888889;0.194444444;0.763636364;0.666666667
